"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0600012084.hg.1","KLHL31",0.571878416654647,4.29010887065289,1.09257127892041,0.293415898741767,0.996929427858641,-4.58997575003518
"TC1900011573.hg.1","ZNF416",-0.601569140655293,5.24575972393861,-1.08977097050199,0.294604985116621,0.996929427858641,-4.59067400296923
"TC1600008675.hg.1","KIAA0513",0.652726080624076,7.98457628205815,1.08950550794143,0.294717893832187,0.996929427858641,-4.5907401289499
"TC0800009113.hg.1","PTP4A3",-0.706545540993076,9.08669347687901,-1.08912739898556,0.294878769919494,0.996929427858641,-4.59083429485803
"TC0800009463.hg.1","DEFB4B",0.578179459185484,4.04362491210382,1.08873001567433,0.295047917295952,0.996929427858641,-4.59093323563223
"TC0100014313.hg.1","PPAP2B",0.707400761419326,5.67838098184365,1.08788428773764,0.295408144517761,0.996929427858641,-4.5911437191958
"TC0700012917.hg.1","TPK1",0.667639478815118,5.25061051311493,1.08660573573351,0.295953349542093,0.996929427858641,-4.59146170009957
"TC1700012279.hg.1","HOXB-AS3",0.934057564199815,8.70569731243632,1.08621619099491,0.296119609500777,0.996929427858641,-4.59155852794085
"TC1100013087.hg.1","BIRC3",0.610181848012473,6.53460435175242,1.08128962156117,0.298228299487453,0.996929427858641,-4.59278094964971
"TC1800007355.hg.1","C18orf54",-0.535679050508859,3.94758903034246,-1.08064937215142,0.29850315881131,0.996929427858641,-4.59293951931141
"TC1600010168.hg.1","SHCBP1",-0.65928244602507,5.97519946039233,-1.07933822265772,0.299066622839311,0.996929427858641,-4.59326403806652
"TC0700010504.hg.1","OSBPL3",-0.610772999886709,6.16132532625956,-1.07840234673623,0.299469296382132,0.996929427858641,-4.59349549974637
"TC0500011513.hg.1","PCSK1",-1.14981381311813,7.82528630895025,-1.07691417488272,0.300110431075009,0.996929427858641,-4.59386325656108
"TC0100008130.hg.1","NASP",0.615315253201024,4.73416961045306,1.07603383447639,0.300490178472935,0.996929427858641,-4.59408063304518
"TC0100013072.hg.1","ATP13A2",-0.676734738985317,8.74416319386154,-1.07569158079574,0.300637910602831,0.996929427858641,-4.59416510865606
"TC0100007784.hg.1","AGO4",-0.601814983863403,6.47848786382606,-1.07542946254304,0.300751089061985,0.996929427858641,-4.59422979194106
"TC0500013280.hg.1","ZDHHC11B",0.575696301032116,5.48020670948767,1.07444882295049,0.301174793546368,0.996929427858641,-4.59447168437635
"TC0400011529.hg.1","TBCK",0.675194612150098,6.76540663881631,1.07185828977223,0.30229621047699,0.996929427858641,-4.59510991577508
"TC1300007565.hg.1","SLAIN1",-0.860038254731797,4.92193473573654,-1.07060666808571,0.302839131349043,0.996929427858641,-4.59541787764429
"TC1700007858.hg.1","FKBP10",-0.852569533997009,9.76452399004349,-1.06902997821099,0.303524084315852,0.996929427858641,-4.59580545016479
"TC0Y00006452.hg.1","IL3RA",0.658634377328634,5.19048988282764,1.06872242250786,0.303657827466271,0.996929427858641,-4.59588100322773
"TC0300013602.hg.1","ATP13A3",0.540099728887925,3.85318666733535,1.06767576627116,0.30411330090142,0.996929427858641,-4.596138002549
"TC1200012666.hg.1","TMEM19",-0.68958130903588,8.47343045803286,-1.06756854341365,0.304159989560895,0.996929427858641,-4.5961643200351
"TC2000008023.hg.1","SLCO4A1",-0.616705101238767,7.42842782939376,-1.05997758886472,0.307478826166653,0.996929427858641,-4.5980225891391
"TC0600008303.hg.1","LRRC1",-0.625527574568167,6.53546264364089,-1.0598421294295,0.307538291610929,0.996929427858641,-4.59805566161508
"TC0400012763.hg.1","S100P",0.838360269189263,10.7069282170955,1.05863699342026,0.308067707991079,0.996929427858641,-4.5983497597709
"TC0600009851.hg.1","MTHFD1L",-0.546329596635576,5.01791850834863,-1.05676288229638,0.308892337096135,0.996929427858641,-4.59880662553229
"TC0600011564.hg.1","MLN",0.649094881502018,7.09262653224292,1.05646429245189,0.309023869616847,0.996929427858641,-4.59887936012557
"TC0100016694.hg.1","IVNS1ABP",-0.656078184274833,7.21772432248831,-1.0559554889594,0.30924809870913,0.996929427858641,-4.59900326668031
"TC0900007351.hg.1","LINC01189",0.543773048560083,4.60396088836673,1.05525974667476,0.309554905042545,0.996929427858641,-4.59917262664816
"TC1300008371.hg.1","CENPJ",-0.609419860027258,6.45988953374639,-1.0548298121591,0.309744608049247,0.996929427858641,-4.59927724180152
"TC0600007250.hg.1","SLC17A4",0.645817536364547,6.48552869397979,1.05388887492131,0.310160082330021,0.996929427858641,-4.59950608899791
"TC0400011685.hg.1","PRSS12",0.603582719567221,6.02489486186196,1.0537889567529,0.310204225590582,0.996929427858641,-4.59953038147718
"TC1000009916.hg.1","CUBN",0.588995195564796,4.07596038888706,1.05183379704169,0.31106893219779,0.996929427858641,-4.60000538636111
"TC1100009043.hg.1","DIXDC1",-0.619414313943307,5.59293481279328,-1.05098400304731,0.311445320729858,0.996929427858641,-4.60021164091554
"TC1400010704.hg.1","CRIP1",0.843942876253386,8.32263913486289,1.05088782867014,0.311487939066951,0.996929427858641,-4.60023497578655
"TC0300012252.hg.1","SNX4",-0.590739346883156,6.48904283595115,-1.04715653484205,0.313144712998898,0.996929427858641,-4.60113908746413
"TC1100011011.hg.1","PRPF19",0.53229683623657,4.42986774943059,1.04690128089269,0.313258286608059,0.996929427858641,-4.60120085010976
"TC0400009543.hg.1","TLR3",0.614047897802192,6.95706267826307,1.04654550903462,0.31341663532572,0.996929427858641,-4.60128691607484
"TC1300009026.hg.1","PCDH8",0.634899775565017,5.0101201161577,1.04472874759718,0.31422616219751,0.996929427858641,-4.60172607798088
"TC0900009520.hg.1","PTPRD",-0.703273519328166,8.43641793750011,-1.04468106432383,0.314247429867801,0.996929427858641,-4.60173759676324
"TC1700012291.hg.1","ACE",0.689752477360997,6.82947041802415,1.0434286421852,0.314806411626219,0.996929427858641,-4.6020400034211
"TC0800010880.hg.1","IL7",0.715951427555807,5.44512140965603,1.04174802868709,0.315557645682744,0.996929427858641,-4.602445378229
"TC0200010216.hg.1","ITGAV",-0.598913318717139,6.64771850406186,-1.0408897416481,0.315941804746403,0.996929427858641,-4.60265221590216
"TC1700008738.hg.1","PRKAR1A",0.512637753908315,3.85063590052,1.04060661122348,0.316068605440934,0.996929427858641,-4.60272041948948
"TC0300011943.hg.1","KIAA1524",-0.564406135464047,5.7341910570541,-1.03958765164547,0.316525256622387,0.996929427858641,-4.60296576390369
"TC0600014162.hg.1","TSTD3",0.549044491793721,5.41328971426449,1.03938515798702,0.316616062367831,0.996929427858641,-4.60301449896255
"TC0200010165.hg.1","PPP1R1C",0.602622177911891,6.58864449496012,1.0386010343218,0.316967872147329,0.996929427858641,-4.60320315108475
"TC0200010419.hg.1","SGOL2",-0.555399849739339,4.78525991303751,-1.03782489252754,0.317316381493892,0.996929427858641,-4.60338977878954
"TC1500008046.hg.1","CEMIP",-0.883523731082293,6.74957472774504,-1.03755783599043,0.317436361938052,0.996929427858641,-4.60345397009898
"TC0800010926.hg.1","PAG1",0.669675463391719,7.19315896515169,1.03624625333807,0.318026096630302,0.996929427858641,-4.60376905182669
"TC1200008184.hg.1","TBC1D15",-0.632720471978167,8.08251199990462,-1.03555288758862,0.318338181235928,0.996929427858641,-4.60393549951865
"TC0100015858.hg.1","S100A8",0.961569221683219,5.03403880073199,1.03417839500955,0.318957501112022,0.996929427858641,-4.60426521192122
"TC1600009486.hg.1","PLA2G10",0.67621047969384,8.70165459430279,1.03360371876278,0.319216699081313,0.996929427858641,-4.60440296828852
"TC0400011043.hg.1","CDKL2",0.566273005813203,5.52675264086272,1.03348383115917,0.319270791675563,0.996929427858641,-4.60443169951136
"TC1100012957.hg.1","TRIM22",-0.686632429591995,4.74168057930965,-1.03310040906193,0.319443834300767,0.996929427858641,-4.60452357046602
"TC1500010893.hg.1","PTPN9",-0.58690970616827,5.93979235485929,-1.03276508092291,0.319595227533672,0.996929427858641,-4.60460389691948
"TC0100007958.hg.1","ZFP69B",-0.557361292505214,5.26953613269148,-1.0323069130904,0.319802164559781,0.996929427858641,-4.60471361770706
"TC0100011400.hg.1","PFKFB2",0.587893863212166,6.35998161057853,1.03221537474475,0.319843520638434,0.996929427858641,-4.60473553471407
"TC0600014366.hg.1","PDE10A",0.654620481543991,5.42697091418246,1.03220861579663,0.319846574415588,0.996929427858641,-4.6047371529502
"TC1800007508.hg.1","TNFRSF11A",0.660293896773299,7.60606178801346,1.02983215782798,0.320921602810887,0.996929427858641,-4.6053056378719
"TC0800008759.hg.1","FER1L6",0.701979963018865,6.78307626076302,1.02838783587614,0.321576246341711,0.996929427858641,-4.60565066396566
"TC1600011465.hg.1","ERVK13-1",0.584254640589855,6.81448992091932,1.02808755367101,0.321712471907716,0.996929427858641,-4.60572235132016
"TC1400009184.hg.1","TXNDC16",-0.664160157871906,5.49618016107879,-1.02801305803798,0.321746273969257,0.996929427858641,-4.6057401334857
"TC0400012181.hg.1","FGA",0.621989691766315,4.34682273590185,1.02789394203552,0.321800327682882,0.996929427858641,-4.60576856456803
"TC1300007561.hg.1","SCEL",0.688302455344291,4.95288141873903,1.02338230812809,0.323852519956663,0.996929427858641,-4.6068436049947
"TC1800008235.hg.1","ABHD3",0.546396664414202,4.82886855443561,1.02023708180359,0.325288778523778,0.996929427858641,-4.60759095924881
"TC0700009411.hg.1","MGAM2",0.867929385692874,8.13765315326996,1.01846362828609,0.326100650409934,0.996929427858641,-4.60801159786936
"TC0X00006453.hg.1","IL3RA",0.619709008523241,5.31080832200951,1.01482008002919,0.327773229854296,0.996929427858641,-4.60887407038903
"TC0100008648.hg.1","IL23R",0.605418062716496,4.65177882862467,1.01242262915992,0.328877157987212,0.996929427858641,-4.609440306546
"TC0500013143.hg.1","EXOC3",0.785292193666128,8.27996576753056,1.01218224882703,0.32898799101436,0.996929427858641,-4.60949702450171
"TC0800010511.hg.1","SDR16C5",0.96993982437494,7.00096429715173,1.01169243645085,0.329213913903424,0.996929427858641,-4.60961256473014
"TC1500007980.hg.1","CHRNA5",-0.593514954722172,6.01322005212318,-1.00828728611938,0.330787608936605,0.996929427858641,-4.61041462710363
"TC2000009946.hg.1","FAM209B",0.516739147174314,4.84873153441068,1.00798287727779,0.330928555122872,0.996929427858641,-4.61048622924299
"TC0100013700.hg.1","CLSPN",-0.618099227169848,6.36087613973556,-1.00797170492007,0.330933728926043,0.996929427858641,-4.61048885686062
"TC0300008375.hg.1","ZDHHC23",-0.590549151242644,7.26535089455325,-1.00748528927556,0.331159039403184,0.996929427858641,-4.61060323520171
"TC0200009829.hg.1","GCA",-0.552607484783559,6.30781524474669,-1.00271797163116,0.333373128789607,0.996929427858641,-4.61172203433152
"TC1400010604.hg.1","MIA2",0.501016194438047,4.24212503703479,1.00252573854219,0.333462630160538,0.996929427858641,-4.6117670634251
"TC0X00006483.hg.1","GYG2",-0.727665342494407,6.48749660577898,-1.00177394900774,0.333812819752567,0.996929427858641,-4.61194310132219
"TC1200010968.hg.1","DDIT3",0.564055067757822,6.78104883913532,1.00064250416015,0.334340353055481,0.996929427858641,-4.61220784975816
"TC0500011157.hg.1","GCNT4",0.530113602857464,4.62811979317742,1.00032583923501,0.334488104295565,0.996929427858641,-4.61228190595349
"TC0700008181.hg.1","GNAI1",-0.669923344650359,8.1410752051312,-0.999863219566247,0.334704040034853,0.996929427858641,-4.61239006354698
"TC0400009037.hg.1","MND1",-0.522310069821377,4.91890626195138,-0.999149650383308,0.335037306705765,0.996929427858641,-4.61255681702094
"TC0200015922.hg.1","TM4SF20",0.819375699712237,5.84346599058981,0.998468386419929,0.335355707306024,0.996929427858641,-4.61271593666075
"TC1100012460.hg.1","TMPRSS13",-0.608218891157088,6.76066739299537,-0.996439380977152,0.336305282276441,0.996929427858641,-4.61318935279469
"TC0700013224.hg.1","LMBR1",0.657232430253718,6.37726236582916,0.995911398248417,0.336552693540133,0.996929427858641,-4.61331242375581
"TC1200009994.hg.1","LINC01559",0.647353428806391,7.42387157638501,0.994622809505837,0.337157069374869,0.996929427858641,-4.6136125807281
"TC0500009805.hg.1","SLC9A3",0.886042887441141,6.65688769575788,0.994581140503209,0.337176625979517,0.996929427858641,-4.61362228193967
"TC0200007205.hg.1","RASGRP3",0.490403029828327,3.78844326552042,0.994399083885511,0.337262080525879,0.996929427858641,-4.61366466400406
"TC2000007083.hg.1","ID1",0.784575638017321,9.42356784491703,0.992528819274036,0.338140850280166,0.996929427858641,-4.61409971161243
"TC1300008497.hg.1","UBL3",-0.652863009135872,6.96852363657095,-0.992088389150018,0.338348030230772,0.996929427858641,-4.61420207041711
"TC0100013991.hg.1","BEST4",0.559948194314931,4.93835103289461,0.991223524281204,0.338755129611083,0.996929427858641,-4.61440296966727
"TC0200014819.hg.1","SCN9A",0.749648292152528,5.57346610817033,0.987421668641891,0.340548842202449,0.996929427858641,-4.61528451331708
"TC0600007788.hg.1","SCUBE3",-0.542827686053486,6.08286870419487,-0.986967403555094,0.340763616036793,0.996929427858641,-4.61538967130205
"TC0400008663.hg.1","HSPA4L",-0.672110976274349,7.15275143957673,-0.986505200076167,0.340982242123936,0.996929427858641,-4.61549662892099
"TC1400007441.hg.1","AKAP5",0.557439367958868,5.10355452948598,0.985165093596701,0.341616688319966,0.996929427858641,-4.61580652342592
"TC0600009783.hg.1","UST",-0.634920162553697,4.2874055179988,-0.984674190335908,0.341849306666523,0.996929427858641,-4.61591996213761
"TC0500013246.hg.1","PCDHB10",-0.61449443843774,4.5910726170548,-0.983235545217795,0.342531669039353,0.996929427858641,-4.61625215681971
"TC0300013859.hg.1","CD200",-0.713291027612497,7.34370916532349,-0.980251119168144,0.343950296628028,0.996929427858641,-4.61694009554883
"TC0X00010914.hg.1","CT45A7",-0.664893752500209,4.56301303964848,-0.980005992607437,0.344067001134343,0.996929427858641,-4.61699652815759
"TC1200012601.hg.1","SLCO1B3",0.825622458261274,4.76904670763886,0.979029484928641,0.344532194538449,0.996929427858641,-4.61722123032513
"TC1200011567.hg.1","TMCC3",0.612582933634433,6.89140367124593,0.978465608175001,0.344801020066752,0.996929427858641,-4.6173509043681
"TC0900012139.hg.1","PGM5",-0.671210730096108,5.26619702784944,-0.976755675997464,0.345617131769446,0.996929427858641,-4.61774378378531
"TC1000012529.hg.1","NSUN6",0.510627939445335,4.59378468839446,0.976258686886803,0.345854590023865,0.996929427858641,-4.61785787431806
"TC1500010870.hg.1","DYX1C1",0.487105826337727,4.13534061444336,0.975764954122035,0.34609060689231,0.996929427858641,-4.61797117301539
"TC1000010843.hg.1","PBLD",0.815246107510445,6.05062870034084,0.974948164600723,0.346481303661537,0.996929427858641,-4.61815850776618
"TC0800011395.hg.1","LRP12",-0.528647395262671,4.71040418962275,-0.974042982143018,0.346914646445408,0.996929427858641,-4.61836597456925
"TC0600014139.hg.1","PRIM2",-0.538091648903665,5.99005561666894,-0.973787546571706,0.347037001859811,0.996929427858641,-4.61842449322434
"TC1000009714.hg.1","PRKCQ",-0.521600037220679,5.311985318995,-0.971147815833735,0.348303240283679,0.996929427858641,-4.61902854471801
"TC0X00010331.hg.1","SYTL4",0.617789750565962,6.46840659115304,0.969763240229309,0.348968704511955,0.996929427858641,-4.61934487164359
"TC0600007598.hg.1","AIF1",0.544085600252454,3.92095083160588,0.969664659710371,0.349016119191876,0.996929427858641,-4.61936738052613
"TC1000008354.hg.1","PAPSS2",0.604471181897017,7.83276938847851,0.969135895924514,0.349270518570737,0.996929427858641,-4.61948808291799
"TC0700012182.hg.1","NAMPT",0.622869890891195,8.51476673278627,0.968962392936215,0.349354023039201,0.996929427858641,-4.61952767783476
"TC1200012706.hg.1","ACAD10",-0.542779447181914,6.50439961128606,-0.96769886331496,0.349962566690837,0.996929427858641,-4.61981586102074
"TC0200014390.hg.1","ZRANB3",-0.506489444584831,5.22635062188663,-0.966615165683776,0.350485094998919,0.996929427858641,-4.62006279656481
"TC0700013442.hg.1","LSMEM1",0.597392921660935,5.87545037231902,0.966054397292756,0.350755697609908,0.996929427858641,-4.62019049127433
"TC1900011873.hg.1","ZNF433",0.511008672997536,4.31624596299617,0.961706807761897,0.352858655020669,0.996929427858641,-4.62117854706203
"TC0700010561.hg.1","HOXA5",0.60739890955387,7.92594838994802,0.961377743631866,0.353018185992803,0.996929427858641,-4.62125319103452
"TSUnmapped00000639.hg.1","SERTAD4",0.640397404186597,6.77146137253264,0.960532416912151,0.353428234723467,0.996929427858641,-4.62144485155086
"TC1200012832.hg.1","PAH",-0.670485850140994,4.53409762560509,-0.960371894112548,0.353506138505051,0.996929427858641,-4.62148123200229
"TC0X00009386.hg.1","SRPX",0.556799862041149,5.32835502845459,0.959781385270097,0.353792823958908,0.996929427858641,-4.62161502264072
"TC0400012827.hg.1","BANK1",0.501126341257749,4.07720157480463,0.959587432288962,0.353887021615808,0.996929427858641,-4.62165895229527
"TC0100015975.hg.1","RIT1",-0.54244443926375,6.61063139314629,-0.959548753489567,0.353905808958789,0.996929427858641,-4.62166771207882
"TC1800006841.hg.1","MIB1",-0.556376129079553,6.73028805513649,-0.957936720677747,0.354689440569536,0.996929427858641,-4.62203255298044
"TC0100016189.hg.1","FCGR3B",0.572174082357088,4.6385013595962,0.956200383872899,0.35553486043556,0.996929427858641,-4.62242499248955
"TC0300006827.hg.1","UBE2E2",0.534036860905394,5.21688789712119,0.954987312891002,0.356126341379593,0.996929427858641,-4.62269883646269
"TC0500007258.hg.1","GHR",0.597482282360329,4.74871105819867,0.954389240754934,0.356418209060944,0.996929427858641,-4.62283374813403
"TC1200010598.hg.1","RND1",-0.643024287194983,7.23971856373584,-0.954325723394245,0.356449216281976,0.996929427858641,-4.62284807235511
"TC0200010516.hg.1","CYP20A1",-0.595571747949264,6.74959571789938,-0.954263776480464,0.356479458680673,0.996929427858641,-4.622862041698
"TC1700011007.hg.1","TTLL6",0.534041052512674,6.01350173235268,0.953700407771053,0.356754577079133,0.996929427858641,-4.62298905172336
"TC0600008678.hg.1","MRAP2",0.655713679743327,8.07057223646894,0.953320512320761,0.356940181179442,0.996929427858641,-4.62307466513483
"TC0X00010917.hg.1","CT45A8",-0.675163014521884,4.26063538263291,-0.951546811322651,0.357807646940771,0.996929427858641,-4.6234740347498
"TC0X00010918.hg.1","CT45A9",-0.675163014521884,4.26063538263291,-0.951546811322651,0.357807646940771,0.996929427858641,-4.6234740347498
"TC0100011581.hg.1","CENPF",-0.62204671386214,8.19751079292924,-0.950403653762615,0.358367513734944,0.996929427858641,-4.6237311221757
"TC1200009964.hg.1","MANSC1",0.570792793779894,7.7915928523912,0.950398767120009,0.35836990830615,0.996929427858641,-4.62373222062592
"TC2200006827.hg.1","GNAZ",-0.535149331028986,6.09121915290275,-0.949346828961064,0.358885643636515,0.996929427858641,-4.62396857909028
"TC1100008453.hg.1","SLCO2B1",0.629842216453627,6.80458499550169,0.946958825967894,0.360058339124492,0.996929427858641,-4.6245043757304
"TC0700013223.hg.1","LMBR1",0.515578691401236,4.39683197606781,0.946308986598183,0.360377923651715,0.996929427858641,-4.62464999739244
"TC1500007518.hg.1","RAB8B",0.533819312133276,6.49965467980912,0.942144281391324,0.362430784914071,0.996929427858641,-4.62558139948519
"TC0200012961.hg.1","AAK1",0.547360005194262,6.91643162589581,0.940018224016711,0.363481894082295,0.996929427858641,-4.62605563098362
"TC0200010733.hg.1","XRCC5",0.568161498713927,5.97144505959026,0.939724189410828,0.363627429748421,0.996929427858641,-4.62612115110705
"TC1100008927.hg.1","DYNC2H1",-0.552405831996971,6.05620849813793,-0.938817867667269,0.364076278747637,0.996929427858641,-4.62632300656059
"TC2000006442.hg.1","NRSN2",-0.537033150651962,6.8615651343422,-0.936144251965065,0.365402610871886,0.996929427858641,-4.62691757943679
"TC1400009829.hg.1","CEP128",-0.489456111306255,5.20443207148246,-0.933779029035872,0.366578749315442,0.996929427858641,-4.62744245632213
"TC0600012976.hg.1","GPRC6A",-0.469720896436427,3.88597156521728,-0.932610161281116,0.367160952854153,0.996929427858641,-4.62770145811157
"TC1000011213.hg.1","MAT1A",-0.723844929071984,5.90098773273458,-0.929914116245226,0.368506274133989,0.996929427858641,-4.62829788010486
"TC1200010284.hg.1","DENND5B",0.492384111092536,4.93487042093023,0.927514058398406,0.369706766081736,0.996929427858641,-4.62882767478829
"TC0400011408.hg.1","ADH1B",0.791951565063055,8.48888201753257,0.927175542374585,0.369876306756086,0.996929427858641,-4.62890231246228
"TC1400008329.hg.1","DIO3",-0.854848495332035,6.91703677863825,-0.926055033086721,0.370437880328629,0.996929427858641,-4.62914921394294
"TC0400010921.hg.1","UGT2A3",0.925377743789285,7.9197440819039,0.923478517294211,0.371731404218949,0.996929427858641,-4.6297160452489
"TC0300013019.hg.1","SI",1.10265015158983,6.55502859408077,0.922663541210022,0.372141205937855,0.996929427858641,-4.62989507853489
"TC2000009250.hg.1","PLTP",-0.568915554455113,8.3620522898349,-0.921442959076858,0.37275554464199,0.996929427858641,-4.63016298035066
"TC0400009064.hg.1","FGB",0.500275052986363,5.95556529824431,0.919309548903497,0.373831001855369,0.996929427858641,-4.63063055940846
"TC1300010037.hg.1","KIAA0226L",-0.822383963715493,6.31776243180934,-0.91835077781509,0.374315015640591,0.996929427858641,-4.6308404124376
"TC0600007263.hg.1","HIST1H4A",-0.559527471384854,5.70912956652758,-0.917891892692486,0.374546825851946,0.996929427858641,-4.63094079024637
"TC0100016539.hg.1","ANGPTL1",0.46199077003287,4.16102132818591,0.917358986914544,0.374816152193565,0.996929427858641,-4.63105730944104
"TC0600008486.hg.1","OGFRL1",-0.659019835986021,5.33131076457259,-0.916190114260084,0.3754073573842,0.996929427858641,-4.63131269336285
"TC0600010810.hg.1","NEDD9",0.5077510416696,6.31135280053093,0.916101479450633,0.375452214191911,0.996929427858641,-4.63133204837458
"TC0X00007919.hg.1","SRPX2",-0.827689056876197,6.31109332810841,-0.915211440366732,0.375902854386441,0.996929427858641,-4.63152632179418
"TC1100007050.hg.1","PRMT3",-0.478712340303176,5.0957443869971,-0.914574709931276,0.376225468444292,0.996929427858641,-4.63166521190382
"TC0400010141.hg.1","LDB2",-0.72312133645944,5.47736156885152,-0.910042288442825,0.378527414275663,0.996929427858641,-4.6326516412847
"TC0300009856.hg.1","IL1RAP",0.471723681430367,4.37457411916818,0.909315077597236,0.378897649561664,0.996929427858641,-4.63280954602007
"TC1200010812.hg.1","CALCOCO1",-0.590885807943106,8.63788100927932,-0.908849544147973,0.379134790583398,0.996929427858641,-4.63291057781642
"TC0300013914.hg.1","TPRG1",0.577143529728747,6.48874510672983,0.906616176301307,0.380273872179624,0.996929427858641,-4.63339469612301
"TC0X00009107.hg.1","GEMIN8",-0.509029201548543,6.55292061802106,-0.905731545812186,0.380725705286235,0.996929427858641,-4.63358619040049
"TC0X00009128.hg.1","ACE2",1.11499292272556,6.55336120534607,0.904392079696354,0.38141054772675,0.996929427858641,-4.633875857093
"TC0600008350.hg.1","BAG2",-0.744165180866104,5.7362399158591,-0.902106250365669,0.38258118796533,0.996929427858641,-4.63436938626275
"TC1700007408.hg.1","PIPOX",-0.464345812113407,4.28077290511657,-0.899955461639559,0.383684904789093,0.996929427858641,-4.63483284391877
"TC0300011391.hg.1","ADAMTS9",0.456660717695245,3.9626221287989,0.899737054237151,0.383797105743757,0.996929427858641,-4.63487985724194
"TC0400011712.hg.1","PDE5A",0.519811654373914,6.25973863493915,0.897868906119416,0.384757729547057,0.996929427858641,-4.63528161113344
"TC0500009824.hg.1","ZDHHC11",0.454890879664347,4.40491352335905,0.897669234550641,0.384860499696448,0.996929427858641,-4.63532451172111
"TC1500009522.hg.1","MNS1",-0.561237820263348,6.00246662241403,-0.896573973439836,0.385424558213762,0.996929427858641,-4.63555969838455
"TC1300006811.hg.1","PDS5B",-0.488921999170995,4.12829054663773,-0.894661566331067,0.386410792722654,0.996929427858641,-4.63596979772418
"TC1400007649.hg.1","ACOT4",-0.497058101714725,5.91234626175578,-0.892186530163105,0.387689718558668,0.996929427858641,-4.63649950072123
"TC0700012456.hg.1","IQUB",0.531925549704632,3.81761165030281,0.888781417621433,0.389453928340554,0.996929427858641,-4.6372263222815
"TC0100009394.hg.1","CD53",0.492830428484875,5.02809951792321,0.888578202519823,0.389559386893077,0.996929427858641,-4.63726962760171
"TC2000009673.hg.1","SYCP2",0.476786756927796,3.78106439636977,0.888487103107453,0.389606669239189,0.996929427858641,-4.63728903837111
"TC1200009997.hg.1","GRIN2B",-0.535852926896423,6.02116493295293,-0.886726007626411,0.390521474657759,0.996929427858641,-4.63766396308903
"TC1600007238.hg.1","CHP2",0.707844011701945,7.31603695060245,0.885762260726765,0.391022709596883,0.996929427858641,-4.63786888329925
"TC1300007250.hg.1","HNRNPA1L2",-0.504509672387097,5.75574349563539,-0.885629184452882,0.391091955346539,0.996929427858641,-4.63789716496466
"TC0100018417.hg.1","ALDH4A1",-0.580724931453742,8.0673835524349,-0.88429932733795,0.39178439655901,0.996929427858641,-4.63817960025142
"TC1200009789.hg.1","APOBEC1",0.621910355381337,7.71527841417879,0.884288288496034,0.391790147817521,0.996929427858641,-4.63818194324486
"TC1000012481.hg.1","CYP2C19",0.569582934203219,7.30610724138671,0.884152547510918,0.391860873798465,0.996929427858641,-4.63821075232368
"TC2200009274.hg.1","APOBEC3G",-0.593780851262271,5.23432046682015,-0.883971900515594,0.391955010804913,0.996929427858641,-4.63824908650571
"TC0100015629.hg.1","FMO5",0.565592419063599,6.59387274562714,0.882520500062094,0.392711904333265,0.996929427858641,-4.63855685055052
"TC1900011858.hg.1","ZNF846",0.491095617276256,5.21833728140015,0.880874135009122,0.393571662591311,0.996929427858641,-4.63890545991725
"TC1100006995.hg.1","SAA1",0.554646900014302,6.53115650151614,0.880668776844961,0.39367899280736,0.996929427858641,-4.63894890643049
"TC0300006462.hg.1","TRNT1",-0.486632265494744,5.74977830242489,-0.879647060068898,0.39421328496495,0.996929427858641,-4.63916494335102
"TC0600009862.hg.1","AKAP12",0.45084796882893,4.50851699146995,0.879487149638845,0.394296951994653,0.996929427858641,-4.63919873719748
"TC0300011502.hg.1","FOXP1",0.451808385579033,4.73284752821422,0.878901630651489,0.394603404456535,0.996929427858641,-4.63932243227533
"TC0X00007668.hg.1","UPRT",-0.715548124214969,6.19047589962526,-0.877903983900099,0.395125927909712,0.996929427858641,-4.63953303821951
"TC0100007372.hg.1","NCMAP",0.562613472409134,6.76911452617405,0.877009382891798,0.395594876063115,0.996929427858641,-4.63972172569604
"TC1300010007.hg.1","TMEM255B",-0.585389412712994,5.65553656054913,-0.876578610112041,0.395820819723945,0.996929427858641,-4.63981252768087
"TC1800007955.hg.1","C18orf42",-0.731071238440657,5.15030164100533,-0.875565220418766,0.396352692349307,0.996929427858641,-4.64002599565324
"TC0200011251.hg.1","MLPH",0.598174841374446,8.89222238243994,0.87453977164657,0.396891382471892,0.996929427858641,-4.6402417994226
"TC1800006589.hg.1","PTPRM",0.736475294768504,5.98413496380246,0.873695399048112,0.397335318149426,0.996929427858641,-4.64041934157794
"TC1100013075.hg.1","DDIAS",-0.53358968962339,4.4111646971925,-0.873470938384648,0.397453386172318,0.996929427858641,-4.64046651435478
"TC0600012875.hg.1","FYN",-0.654588340232294,6.11374566106921,-0.872985869694174,0.397708616374785,0.996929427858641,-4.64056842295534
"TC0800008321.hg.1","LAPTM4B",-0.716577647289734,7.43656576929096,-0.87278644505478,0.397813580173045,0.996929427858641,-4.64061030692122
"TC0300008550.hg.1","CSTA",0.658760778035065,5.63720303495808,0.872154954745768,0.398146076969338,0.996929427858641,-4.64074288364912
"TC0600012434.hg.1","ME1",0.601032962796038,6.84514423518779,0.872142296700705,0.3981527436775,0.996929427858641,-4.64074554031319
"TC1200009903.hg.1","KLRC4-KLRK1",0.445098388718703,4.25849251437447,0.871785225517717,0.398340835875551,0.996929427858641,-4.64082046929132
