"","geneModuleMembership","geneTraitSignificance","SYMBOL"
"1","0.559121644751669","0.43552841632921","TNFRSF8"
"2","-0.867373242878804","0.0474870965557202","PRDM2"
"3","0.877498094152491","0.0314138356693102","TMEM51"
"4","0.961273265265793","0.159757683059115","UBXN10"
"5","0.670720235166894","0.59835439298015","TMEM57"
"6","0.902054772776786","0.469173234676652","CDKN2C"
"7","0.979803608964803","0.0862034339703344","PDE4B"
"8","-0.630841368916399","0.35725091533759","flawmawbo"
"9","-0.865831035922144","0.117157893073104","PTBP2"
"10","0.922267917101307","0.0163033406068081","FAM102B"
"11","0.916888517436079","0.0179739692353282","AHCYL1"
"12","0.851745298282897","0.340709756540393","WNT2B"
"13","-0.964519188346454","0.237912719338132","PPIAL4A"
"14","-0.74658014929745","0.224235615216778","CHRNB2"
"15","0.918955800297258","0.221765538900762","SLC50A1"
"16","0.86879481564607","0.226961886405185","NIT1"
"17","0.94965869151298","0.319577633529553","MAPKAPK2"
"18","-0.945393018737198","0.300044689065641","CD46"
"19","0.953534665436447","0.31369938696675","RCOR3"
"20","-0.70474103457268","0.0148028171287857","FLVCR1"
"21","-0.891192038269987","0.397231925959098","SMYD2"
"22","0.939327514698242","0.402201394269777","FAM177B"
"23","0.726143357447529","0.341440845846597","IBA57"
"24","0.860775208519386","0.148841042429644","CAPN9"
"25","0.809757534763645","0.229488021899604","UBR4"
"26","0.9540219861573","0.230248536291101","CAPZB"
"27","0.868950090300086","0.288079503374758","ZNF436"
"28","0.701566796465579","0.343484797349343","KIAA0319L"
"29","0.805774444061742","0.00122066785921752","RHBDL2"
"30","0.943236144139846","0.20308184034424","HECTD3"
"31","0.852202335605586","0.492978590610348","ST6GALNAC3"
"32","0.94830299040914","0.143311197260023","DPYD"
"33","0.881183807642382","0.594384575734694","FAM72D"
"34","-0.807778894636404","0.0206414279745702","NBPF15"
"35","0.920360589627995","0.359846174228183","TXNIP"
"36","0.863974578860379","0.0840169081390951","ARNT"
"37","0.812308552087364","0.00426385065038269","LCE3E"
"38","0.864897845263208","0.522113275200419","SELL"
"39","0.853979044423574","0.197558696247279","GLUL"
"40","0.961943995384551","0.167324974513474","EDEM3"
"41","0.78252957374598","0.315772977162036","PLXNA2"
"42","0.857023267429044","0.175595185763468","TLR5"
"43","0.956819718706913","0.0416599551935413","SIPA1L2"
"44","0.908659488492816","0.0966879183533327","C1orf226"
"45","-0.95971211023119","0.191256849431111","NAV1"
"46","0.892890743081909","0.207967317634903","YY1AP1"
"47","0.893864933118091","0.271541526828029","ASAP2"
"48","0.97128008518505","0.138925583652783","CRIM1"
"49","0.954147659589095","0.288573532125915","SPTBN1"
"50","-0.873526662931138","0.0125166181302214","VRK2"
"51","-0.954073062264814","0.131484377685793","EHBP1"
"52","0.782429280611325","0.158136300348824","VWA3B"
"53","-0.928277202907969","0.361870662175523","EPB41L5"
"54","0.965051894756608","0.27266479477782","SSFA2"
"55","-0.831836600464178","0.0609401636494592","ASNSD1"
"56","-0.76676758175879","0.263980119856356","MYO1B"
"57","0.835685832065515","0.415290232779493","DES"
"58","-0.888497305418693","0.238265444144705","CCL20"
"59","0.831090920377512","0.160055170139287","B3GNT7"
"60","0.941717668686439","0.222292389548392","AGXT"
"61","0.87210861177646","0.0322693570738299","ANO7"
"62","-0.786817544456552","0.223967825330295","EIF2AK2"
"63","-0.852815639956235","0.156214225871745","THADA"
"64","0.811178200068437","0.147108520696162","TSPYL6"
"65","0.0427601258441351","0.257763536896376","TMEM17"
"66","0.739195397085377","0.00718521316736145","GKN2"
"67","0.959448966570242","0.153430481645354","PRADC1"
"68","-0.948028391048697","0.0530245240323093","PLGLB1"
"69","0.886147858960952","0.407136338859011","EIF2AK3"
"70","0.877124270564296","0.073328175413005","GALNT3"
"71","0.794336620913972","0.450576758437981","ABCB11"
"72","-0.822577734176713","0.174324688360748","OLA1"
"73","-0.962895218332055","0.241354164107485","KLF7"
"74","-0.942641215106035","0.201646762557105","ANKMY1"
"75","-0.885395112335336","0.164555149917615","MRPL30"
"76","-0.630864411847145","0.29968989383054","RIF1"
"77","-0.539223528037323","0.164554322456903","HOXD10"
"78","-0.757741034874016","0.384190471267855","ZNF514"
"79","-0.479861015969144","0.460214408199474","TRNT1"
"80","-0.906370598911218","0.371301169492116","TGFBR2"
"81","0.860746709862111","0.393295397448672","ARPP21"
"82","-0.933035293222852","0.158037624994025","C3orf49"
"83","-0.704143780646142","0.152453512108177","EBLN2"
"84","0.66429490561185","0.352183812562416","CRYBG3"
"85","0.930096159778235","0.00437531818517439","ARHGAP31"
"86","0.0171781704127516","0.680728766919365","EEFSEC"
"87","0.83151896452377","0.176001119809714","COPG1"
"88","0.942162765197573","0.0315032658640051","NUDT16"
"89","0.85311388877796","0.543092414210745","GRK7"
"90","-0.944101598227711","0.10754174027654","TAMM41"
"91","-0.878425482554616","0.0553004931666438","RPL32"
"92","-0.753340378483896","0.20135629754928","NEK10"
"93","-0.918936959077566","0.374176299169133","PLXNB1"
"94","0.943113963516858","0.405015759817966","FRMD4B"
"95","0.965346513383129","0.186956359402902","FOXP1"
"96","-0.871924754488295","0.100682339751103","DPPA4"
"97","-0.818564867320522","0.267060225062462","CPNE4"
"98","0.949499269617964","0.229705823296937","TMEM183B"
"99","0.97978082248603","0.230012280149452","RARRES1"
"100","-0.761516003887281","0.177891756213574","PEX5L"
"101","0.875984788487922","0.346819064624835","MUC4"
"102","-0.958127916945636","0.126940467568808","U2SURP"
"103","0.95398831046964","0.158149682792875","KIAA1211"
