"","geneModuleMembership","geneTraitSignificance","SYMBOL"
"1","0.936721153504962","0.520252334059118","PER3"
"2","0.896844300464424","0.315460932294263","NMNAT1"
"3","0.583146432850837","0.241458849916329","SLC25A34"
"4","0.703179795183491","0.277395101995728","NCMAP"
"5","0.932160391084466","0.351482576557212","RPS6KA1"
"6","-0.81398536603273","0.436673017413679","ZDHHC18"
"7","0.883924888258444","0.412636968374816","SESN2"
"8","-0.569369826302953","0.00392610718943121","PTPRU"
"9","-0.754281884155968","0.0338460961201203","ZCCHC17"
"10","-0.811600263166521","0.613596267960641","GJB5"
"11","-0.650166054562886","0.161715618827008","ELAVL4"
"12","-0.869719867661901","0.553778432744328","DMRTB1"
"13","0.816604423807544","0.526580321112364","PGM1"
"14","0.720764152662729","0.498429648763672","RAVER2"
"15","0.422023464172659","0.430302861185979","AK4"
"16","0.783251222353586","0.0562334009196545","SGIP1"
"17","0.804079586681777","0.434713487353173","IL23R"
"18","0.72326962211658","0.406997007753658","PRKACB"
"19","-0.886892090015719","0.266647980430385","VANGL1"
"20","0.846184485229118","0.23273777505297","NBPF26"
"21","0.844233997151786","0.019150719506306","NBPF12"
"22","0.677103785346775","0.123729075182901","GABPB2"
"23","0.677992343510295","0.413259921731241","TUFT1"
"24","0.836906722039439","0.353827917492583","HAX1"
"25","-0.709310505842991","0.448165988309155","SEMA4A"
"26","-0.870211175983217","0.348831265665023","PRCC"
"27","0.889479510876922","0.497182980514191","NTRK1"
"28","-0.786333040962653","0.484294074088872","OR10Z1"
"29","0.83103236101146","0.434968553841767","TOMM40L"
"30","0.81607198117355","0.5746135711626","FMO3"
"31","-0.722697204304005","0.00240568701108189","TROVE2"
"32","-0.79812281952693","0.527564674673615","CFH"
"33","0.905067997386571","0.589354769596946","BTG2"
"34","0.838526077060077","0.283173942404244","LAX1"
"35","0.903471898190304","0.281369185206818","PFKFB2"
"36","0.819346625687126","0.449196290605947","C4BPA"
"37","-0.886785936178429","0.254435240986826","CCDC185"
"38","-0.711040615003642","0.119218473143444","MAP10"
"39","0.766097914638081","0.18561732358813","RYR2"
"40","0.731802806350324","0.338608510717424","LZIC"
"41","-0.0195009984556354","0.119670043328997","MASP2"
"42","0.876897182898592","0.557932925168551","AGMAT"
"43","0.69612511078588","0.375394713587361","NBPF1"
"44","0.74031814828203","0.0120188742810207","ECE1"
"45","0.736284084433845","0.434352874358348","GALE"
"46","0.722534814643376","0.399200269532443","HMGCL"
"47","0.861098721703393","0.355566541158673","IL22RA1"
"48","0.821265166829309","0.0228985615858605","RSRP1"
"49","-0.547178145222526","0.112194541518839","DNAJC8"
"50","0.766461772246291","0.0860211865361283","FNDC5"
"51","0.459843720690107","0.206868496475233","ZMYM6NB"
"52","-0.759158782483606","0.359433582969853","PSMB2"
"53","-0.891893292584523","0.499615831034416","GNL2"
"54","-0.823404696601636","0.354904568706123","YRDC"
"55","0.86840591040176","0.587011944818316","SLC6A9"
"56","-0.815597472196701","0.332835214864246","MAGOH"
"57","-0.946017098937291","0.489473576862929","C8B"
"58","-0.743023520232417","0.341138549220438","TACSTD2"
"59","0.937531685421925","0.406793272262946","CYP2J2"
"60","0.893118474659678","0.38907821853279","SLC35D1"
"61","-0.761463416819354","0.595519282207601","ALG14"
"62","-0.94094212252516","0.45946285434664","GSTM3"
"63","-0.571617802360556","0.675069179667921","ALX3"
"64","-0.844087596872147","0.0220576608012221","PIAS3"
"65","-0.912255255688857","0.301325351336243","SF3B4"
"66","0.903215061097902","0.196867724167572","MTMR11"
"67","0.853781442543194","0.41465179163956","SELENBP1"
"68","0.847302132858028","0.270684185261931","NUP210L"
"69","-0.678635882429005","0.235549273652577","FAM189B"
"70","-0.689005572128014","0.552716510220465","SPTA1"
"71","-0.510476096760604","0.741573979947849","OR10J3"
"72","0.700239207161149","0.178253382805443","CD84"
"73","0.837445103971655","0.356984438732403","GPA33"
"74","0.733169151996709","0.339784082243292","DENND1B"
"75","0.732571917542918","0.449543676452189","KIF21B"
"76","0.799136273572645","0.338174901611692","IL10"
"77","0.75296982265519","0.0375612004544266","LPGAT1"
"78","-0.772774637459358","0.000699976321224233","PTPN14"
"79","0.745443474289083","0.703649225255114","USH2A"
"80","0.834877257229462","0.178585736004048","ESRRG"
"81","0.725521653569648","0.0637415449493959","WDR26"
"82","0.784401591703112","0.095055935779032","ACTA1"
"83","-0.849663266029007","0.0681044221730553","B3GALNT2"
"84","0.883456013923787","0.349864387164315","FH"
"85","0.808871686825584","0.467044640095707","FPGT-TNNI3K"
"86","0.81276060610963","0.360888130304302","GIPC2"
"87","0.899699821575269","0.349125421749","GSTM4"
"88","0.8921347035847","0.165360656433009","GSTM2"
"89","0.890797503932816","0.180060099620916","GSTM1"
"90","0.879086283971241","0.521077001967933","ATP1A1"
"91","-0.978460127016441","0.3790076493685","PLEKHO1"
"92","-0.94068597389892","0.646798371248003","CFHR2"
"93","0.900415975728892","0.636538719354837","CHRM3"
"94","-0.710702252894377","0.106065524394805","BCAS2"
"95","0.859173852301931","0.239293416458304","NBPF10"
"96","0.80838742056168","0.277553281581145","ARHGEF2"
"97","-0.850683741071689","0.330122620485199","C1orf61"
"98","0.834819610842355","0.598383030903565","FAM84A"
"99","-0.717760452972096","0.395832444771938","MYCN"
"100","-0.954792301183605","0.337456941572449","VSNL1"
